TAMANHO;NOME;OBJETO;TIPO;FOTO;FUNDO;LOCAL;PERIODO;NOME_FINAL
3248239;DSCN8692.JPG;COPO;1;3;ASSOALHO;INTERNO;NOITE;COPO_1_3_ASSOALHO_INTERNO_NOITE_DSCN8692.JPG
2969336;DSCN8078.JPG;COPO;1;3;BRANCO;EXTERNO;DIA;COPO_1_3_BRANCO_EXTERNO_DIA_DSCN8078.JPG
3136812;DSCN9288.JPG;COPO;1;3;BRANCO;EXTERNO;NOITE;COPO_1_3_BRANCO_EXTERNO_NOITE_DSCN9288.JPG
3084932;DSCN8524.JPG;COPO;1;3;BRANCO;INTERNO;DIA;COPO_1_3_BRANCO_INTERNO_DIA_DSCN8524.JPG
3015646;DSCN8977.JPG;COPO;1;3;BRANCO;INTERNO;NOITE;COPO_1_3_BRANCO_INTERNO_NOITE_DSCN8977.JPG
3303871;DSCN7819.JPG;COPO;1;3;PEDRA;EXTERNO;DIA;COPO_1_3_PEDRA_EXTERNO_DIA_DSCN7819.JPG
3162095;DSCN9096.JPG;COPO;1;3;PEDRA;EXTERNO;NOITE;COPO_1_3_PEDRA_EXTERNO_NOITE_DSCN9096.JPG
3211946;DSCN7947.JPG;COPO;1;3;TAPETE;EXTERNO;DIA;COPO_1_3_TAPETE_EXTERNO_DIA_DSCN7947.JPG
3231396;DSCN9189.JPG;COPO;1;3;TAPETE;EXTERNO;NOITE;COPO_1_3_TAPETE_EXTERNO_NOITE_DSCN9189.JPG
3118467;DSCN8395.JPG;COPO;1;3;TAPETE;INTERNO;DIA;COPO_1_3_TAPETE_INTERNO_DIA_DSCN8395.JPG
3335628;DSCN8834.JPG;COPO;1;3;TAPETE;INTERNO;NOITE;COPO_1_3_TAPETE_INTERNO_NOITE_DSCN8834.JPG
2940862;DSCN8239.JPG;COPO;2;1;ASSOALHO;INTERNO;DIA;COPO_2_1_ASSOALHO_INTERNO_DIA_DSCN8239.JPG
3249620;DSCN8693.JPG;COPO;2;1;ASSOALHO;INTERNO;NOITE;COPO_2_1_ASSOALHO_INTERNO_NOITE_DSCN8693.JPG
2960941;DSCN8064.JPG;COPO;2;1;BRANCO;EXTERNO;DIA;COPO_2_1_BRANCO_EXTERNO_DIA_DSCN8064.JPG
3103350;DSCN9289.JPG;COPO;2;1;BRANCO;EXTERNO;NOITE;COPO_2_1_BRANCO_EXTERNO_NOITE_DSCN9289.JPG
3077745;DSCN8525.JPG;COPO;2;1;BRANCO;INTERNO;DIA;COPO_2_1_BRANCO_INTERNO_DIA_DSCN8525.JPG
3016008;DSCN8978.JPG;COPO;2;1;BRANCO;INTERNO;NOITE;COPO_2_1_BRANCO_INTERNO_NOITE_DSCN8978.JPG
3233084;DSCN7808.JPG;COPO;2;1;PEDRA;EXTERNO;DIA;COPO_2_1_PEDRA_EXTERNO_DIA_DSCN7808.JPG
3277281;DSCN9097.JPG;COPO;2;1;PEDRA;EXTERNO;NOITE;COPO_2_1_PEDRA_EXTERNO_NOITE_DSCN9097.JPG
3366401;DSCN7933.JPG;COPO;2;1;TAPETE;EXTERNO;DIA;COPO_2_1_TAPETE_EXTERNO_DIA_DSCN7933.JPG
3219986;DSCN9190.JPG;COPO;2;1;TAPETE;EXTERNO;NOITE;COPO_2_1_TAPETE_EXTERNO_NOITE_DSCN9190.JPG
3331725;DSCN8390.JPG;COPO;2;1;TAPETE;INTERNO;DIA;COPO_2_1_TAPETE_INTERNO_DIA_DSCN8390.JPG
3248720;DSCN8835.JPG;COPO;2;1;TAPETE;INTERNO;NOITE;COPO_2_1_TAPETE_INTERNO_NOITE_DSCN8835.JPG
2955721;DSCN8240.JPG;COPO;2;2;ASSOALHO;INTERNO;DIA;COPO_2_2_ASSOALHO_INTERNO_DIA_DSCN8240.JPG
3190187;DSCN8694.JPG;COPO;2;2;ASSOALHO;INTERNO;NOITE;COPO_2_2_ASSOALHO_INTERNO_NOITE_DSCN8694.JPG
2959893;DSCN8065.JPG;COPO;2;2;BRANCO;EXTERNO;DIA;COPO_2_2_BRANCO_EXTERNO_DIA_DSCN8065.JPG
3153358;DSCN9290.JPG;COPO;2;2;BRANCO;EXTERNO;NOITE;COPO_2_2_BRANCO_EXTERNO_NOITE_DSCN9290.JPG
3090618;DSCN8526.JPG;COPO;2;2;BRANCO;INTERNO;DIA;COPO_2_2_BRANCO_INTERNO_DIA_DSCN8526.JPG
3024967;DSCN8979.JPG;COPO;2;2;BRANCO;INTERNO;NOITE;COPO_2_2_BRANCO_INTERNO_NOITE_DSCN8979.JPG
3197667;DSCN7809.JPG;COPO;2;2;PEDRA;EXTERNO;DIA;COPO_2_2_PEDRA_EXTERNO_DIA_DSCN7809.JPG
3168399;DSCN9098.JPG;COPO;2;2;PEDRA;EXTERNO;NOITE;COPO_2_2_PEDRA_EXTERNO_NOITE_DSCN9098.JPG
3332255;DSCN7934.JPG;COPO;2;2;TAPETE;EXTERNO;DIA;COPO_2_2_TAPETE_EXTERNO_DIA_DSCN7934.JPG
3231422;DSCN9191.JPG;COPO;2;2;TAPETE;EXTERNO;NOITE;COPO_2_2_TAPETE_EXTERNO_NOITE_DSCN9191.JPG
3372911;DSCN8391.JPG;COPO;2;2;TAPETE;INTERNO;DIA;COPO_2_2_TAPETE_INTERNO_DIA_DSCN8391.JPG
3373814;DSCN8836.JPG;COPO;2;2;TAPETE;INTERNO;NOITE;COPO_2_2_TAPETE_INTERNO_NOITE_DSCN8836.JPG
2962651;DSCN8242.JPG;COPO;2;3;ASSOALHO;INTERNO;DIA;COPO_2_3_ASSOALHO_INTERNO_DIA_DSCN8242.JPG
3205337;DSCN8695.JPG;COPO;2;3;ASSOALHO;INTERNO;NOITE;COPO_2_3_ASSOALHO_INTERNO_NOITE_DSCN8695.JPG
2957574;DSCN8066.JPG;COPO;2;3;BRANCO;EXTERNO;DIA;COPO_2_3_BRANCO_EXTERNO_DIA_DSCN8066.JPG
3085665;DSCN9291.JPG;COPO;2;3;BRANCO;EXTERNO;NOITE;COPO_2_3_BRANCO_EXTERNO_NOITE_DSCN9291.JPG
3077703;DSCN8527.JPG;COPO;2;3;BRANCO;INTERNO;DIA;COPO_2_3_BRANCO_INTERNO_DIA_DSCN8527.JPG
3016151;DSCN8980.JPG;COPO;2;3;BRANCO;INTERNO;NOITE;COPO_2_3_BRANCO_INTERNO_NOITE_DSCN8980.JPG
3222397;DSCN7810.JPG;COPO;2;3;PEDRA;EXTERNO;DIA;COPO_2_3_PEDRA_EXTERNO_DIA_DSCN7810.JPG
3196069;DSCN9099.JPG;COPO;2;3;PEDRA;EXTERNO;NOITE;COPO_2_3_PEDRA_EXTERNO_NOITE_DSCN9099.JPG
3235599;DSCN7935.JPG;COPO;2;3;TAPETE;EXTERNO;DIA;COPO_2_3_TAPETE_EXTERNO_DIA_DSCN7935.JPG
3180483;DSCN9192.JPG;COPO;2;3;TAPETE;EXTERNO;NOITE;COPO_2_3_TAPETE_EXTERNO_NOITE_DSCN9192.JPG
3249188;DSCN8392.JPG;COPO;2;3;TAPETE;INTERNO;DIA;COPO_2_3_TAPETE_INTERNO_DIA_DSCN8392.JPG
3143866;DSCN8837.JPG;COPO;2;3;TAPETE;INTERNO;NOITE;COPO_2_3_TAPETE_INTERNO_NOITE_DSCN8837.JPG
3137711;DSCN8253.JPG;COPO;3;1;ASSOALHO;INTERNO;DIA;COPO_3_1_ASSOALHO_INTERNO_DIA_DSCN8253.JPG
3246969;DSCN8696.JPG;COPO;3;1;ASSOALHO;INTERNO;NOITE;COPO_3_1_ASSOALHO_INTERNO_NOITE_DSCN8696.JPG
2994807;DSCN8067.JPG;COPO;3;1;BRANCO;EXTERNO;DIA;COPO_3_1_BRANCO_EXTERNO_DIA_DSCN8067.JPG
3143281;DSCN9292.JPG;COPO;3;1;BRANCO;EXTERNO;NOITE;COPO_3_1_BRANCO_EXTERNO_NOITE_DSCN9292.JPG
3103341;DSCN8531.JPG;COPO;3;1;BRANCO;INTERNO;DIA;COPO_3_1_BRANCO_INTERNO_DIA_DSCN8531.JPG
3058851;DSCN8981.JPG;COPO;3;1;BRANCO;INTERNO;NOITE;COPO_3_1_BRANCO_INTERNO_NOITE_DSCN8981.JPG
3097858;DSCN7814.JPG;COPO;3;1;PEDRA;EXTERNO;DIA;COPO_3_1_PEDRA_EXTERNO_DIA_DSCN7814.JPG
3191503;DSCN9100.JPG;COPO;3;1;PEDRA;EXTERNO;NOITE;COPO_3_1_PEDRA_EXTERNO_NOITE_DSCN9100.JPG
3230652;DSCN7936.JPG;COPO;3;1;TAPETE;EXTERNO;DIA;COPO_3_1_TAPETE_EXTERNO_DIA_DSCN7936.JPG
3240112;DSCN9193.JPG;COPO;3;1;TAPETE;EXTERNO;NOITE;COPO_3_1_TAPETE_EXTERNO_NOITE_DSCN9193.JPG
3287704;DSCN8405.JPG;COPO;3;1;TAPETE;INTERNO;DIA;COPO_3_1_TAPETE_INTERNO_DIA_DSCN8405.JPG
3353917;DSCN8838.JPG;COPO;3;1;TAPETE;INTERNO;NOITE;COPO_3_1_TAPETE_INTERNO_NOITE_DSCN8838.JPG
2938084;DSCN8254.JPG;COPO;3;2;ASSOALHO;INTERNO;DIA;COPO_3_2_ASSOALHO_INTERNO_DIA_DSCN8254.JPG
3213505;DSCN8697.JPG;COPO;3;2;ASSOALHO;INTERNO;NOITE;COPO_3_2_ASSOALHO_INTERNO_NOITE_DSCN8697.JPG
3000517;DSCN8068.JPG;COPO;3;2;BRANCO;EXTERNO;DIA;COPO_3_2_BRANCO_EXTERNO_DIA_DSCN8068.JPG
3203625;DSCN9293.JPG;COPO;3;2;BRANCO;EXTERNO;NOITE;COPO_3_2_BRANCO_EXTERNO_NOITE_DSCN9293.JPG
3111243;DSCN8532.JPG;COPO;3;2;BRANCO;INTERNO;DIA;COPO_3_2_BRANCO_INTERNO_DIA_DSCN8532.JPG
3060493;DSCN8982.JPG;COPO;3;2;BRANCO;INTERNO;NOITE;COPO_3_2_BRANCO_INTERNO_NOITE_DSCN8982.JPG
3335564;DSCN7815.JPG;COPO;3;2;PEDRA;EXTERNO;DIA;COPO_3_2_PEDRA_EXTERNO_DIA_DSCN7815.JPG
3153107;DSCN9101.JPG;COPO;3;2;PEDRA;EXTERNO;NOITE;COPO_3_2_PEDRA_EXTERNO_NOITE_DSCN9101.JPG
3304452;DSCN7937.JPG;COPO;3;2;TAPETE;EXTERNO;DIA;COPO_3_2_TAPETE_EXTERNO_DIA_DSCN7937.JPG
3183785;DSCN9194.JPG;COPO;3;2;TAPETE;EXTERNO;NOITE;COPO_3_2_TAPETE_EXTERNO_NOITE_DSCN9194.JPG
3249682;DSCN8406.JPG;COPO;3;2;TAPETE;INTERNO;DIA;COPO_3_2_TAPETE_INTERNO_DIA_DSCN8406.JPG
3249871;DSCN8839.JPG;COPO;3;2;TAPETE;INTERNO;NOITE;COPO_3_2_TAPETE_INTERNO_NOITE_DSCN8839.JPG
2895392;DSCN8255.JPG;COPO;3;3;ASSOALHO;INTERNO;DIA;COPO_3_3_ASSOALHO_INTERNO_DIA_DSCN8255.JPG
3316914;DSCN8698.JPG;COPO;3;3;ASSOALHO;INTERNO;NOITE;COPO_3_3_ASSOALHO_INTERNO_NOITE_DSCN8698.JPG
2996020;DSCN8069.JPG;COPO;3;3;BRANCO;EXTERNO;DIA;COPO_3_3_BRANCO_EXTERNO_DIA_DSCN8069.JPG
3212991;DSCN9294.JPG;COPO;3;3;BRANCO;EXTERNO;NOITE;COPO_3_3_BRANCO_EXTERNO_NOITE_DSCN9294.JPG
3105626;DSCN8533.JPG;COPO;3;3;BRANCO;INTERNO;DIA;COPO_3_3_BRANCO_INTERNO_DIA_DSCN8533.JPG
3064813;DSCN8983.JPG;COPO;3;3;BRANCO;INTERNO;NOITE;COPO_3_3_BRANCO_INTERNO_NOITE_DSCN8983.JPG
3310319;DSCN7816.JPG;COPO;3;3;PEDRA;EXTERNO;DIA;COPO_3_3_PEDRA_EXTERNO_DIA_DSCN7816.JPG
3173160;DSCN9102.JPG;COPO;3;3;PEDRA;EXTERNO;NOITE;COPO_3_3_PEDRA_EXTERNO_NOITE_DSCN9102.JPG
3282886;DSCN7938.JPG;COPO;3;3;TAPETE;EXTERNO;DIA;COPO_3_3_TAPETE_EXTERNO_DIA_DSCN7938.JPG
3297292;DSCN9195.JPG;COPO;3;3;TAPETE;EXTERNO;NOITE;COPO_3_3_TAPETE_EXTERNO_NOITE_DSCN9195.JPG
3036452;DSCN8407.JPG;COPO;3;3;TAPETE;INTERNO;DIA;COPO_3_3_TAPETE_INTERNO_DIA_DSCN8407.JPG
3170485;DSCN8840.JPG;COPO;3;3;TAPETE;INTERNO;NOITE;COPO_3_3_TAPETE_INTERNO_NOITE_DSCN8840.JPG
3174622;DSCN8246.JPG;COPO;4;1;ASSOALHO;INTERNO;DIA;COPO_4_1_ASSOALHO_INTERNO_DIA_DSCN8246.JPG
3295240;DSCN8699.JPG;COPO;4;1;ASSOALHO;INTERNO;NOITE;COPO_4_1_ASSOALHO_INTERNO_NOITE_DSCN8699.JPG
2973943;DSCN8070.JPG;COPO;4;1;BRANCO;EXTERNO;DIA;COPO_4_1_BRANCO_EXTERNO_DIA_DSCN8070.JPG
3057483;DSCN9295.JPG;COPO;4;1;BRANCO;EXTERNO;NOITE;COPO_4_1_BRANCO_EXTERNO_NOITE_DSCN9295.JPG
3090829;DSCN8534.JPG;COPO;4;1;BRANCO;INTERNO;DIA;COPO_4_1_BRANCO_INTERNO_DIA_DSCN8534.JPG
3004074;DSCN8984.JPG;COPO;4;1;BRANCO;INTERNO;NOITE;COPO_4_1_BRANCO_INTERNO_NOITE_DSCN8984.JPG
3340820;DSCN7811.JPG;COPO;4;1;PEDRA;EXTERNO;DIA;COPO_4_1_PEDRA_EXTERNO_DIA_DSCN7811.JPG
3323740;DSCN9103.JPG;COPO;4;1;PEDRA;EXTERNO;NOITE;COPO_4_1_PEDRA_EXTERNO_NOITE_DSCN9103.JPG
3260553;DSCN7942.JPG;COPO;4;1;TAPETE;EXTERNO;DIA;COPO_4_1_TAPETE_EXTERNO_DIA_DSCN7942.JPG
3212837;DSCN9196.JPG;COPO;4;1;TAPETE;EXTERNO;NOITE;COPO_4_1_TAPETE_EXTERNO_NOITE_DSCN9196.JPG
3312611;DSCN8402.JPG;COPO;4;1;TAPETE;INTERNO;DIA;COPO_4_1_TAPETE_INTERNO_DIA_DSCN8402.JPG
3244727;DSCN8841.JPG;COPO;4;1;TAPETE;INTERNO;NOITE;COPO_4_1_TAPETE_INTERNO_NOITE_DSCN8841.JPG
2910835;DSCN8248.JPG;COPO;4;2;ASSOALHO;INTERNO;DIA;COPO_4_2_ASSOALHO_INTERNO_DIA_DSCN8248.JPG
3233491;DSCN8700.JPG;COPO;4;2;ASSOALHO;INTERNO;NOITE;COPO_4_2_ASSOALHO_INTERNO_NOITE_DSCN8700.JPG
2973614;DSCN8071.JPG;COPO;4;2;BRANCO;EXTERNO;DIA;COPO_4_2_BRANCO_EXTERNO_DIA_DSCN8071.JPG
3133767;DSCN9296.JPG;COPO;4;2;BRANCO;EXTERNO;NOITE;COPO_4_2_BRANCO_EXTERNO_NOITE_DSCN9296.JPG
3094238;DSCN8535.JPG;COPO;4;2;BRANCO;INTERNO;DIA;COPO_4_2_BRANCO_INTERNO_DIA_DSCN8535.JPG
3018595;DSCN8985.JPG;COPO;4;2;BRANCO;INTERNO;NOITE;COPO_4_2_BRANCO_INTERNO_NOITE_DSCN8985.JPG
3198663;DSCN7812.JPG;COPO;4;2;PEDRA;EXTERNO;DIA;COPO_4_2_PEDRA_EXTERNO_DIA_DSCN7812.JPG
3118463;DSCN9104.JPG;COPO;4;2;PEDRA;EXTERNO;NOITE;COPO_4_2_PEDRA_EXTERNO_NOITE_DSCN9104.JPG
3306773;DSCN7943.JPG;COPO;4;2;TAPETE;EXTERNO;DIA;COPO_4_2_TAPETE_EXTERNO_DIA_DSCN7943.JPG
3173998;DSCN9197.JPG;COPO;4;2;TAPETE;EXTERNO;NOITE;COPO_4_2_TAPETE_EXTERNO_NOITE_DSCN9197.JPG
3258009;DSCN8403.JPG;COPO;4;2;TAPETE;INTERNO;DIA;COPO_4_2_TAPETE_INTERNO_DIA_DSCN8403.JPG
3274281;DSCN8842.JPG;COPO;4;2;TAPETE;INTERNO;NOITE;COPO_4_2_TAPETE_INTERNO_NOITE_DSCN8842.JPG
2948886;DSCN8249.JPG;COPO;4;3;ASSOALHO;INTERNO;DIA;COPO_4_3_ASSOALHO_INTERNO_DIA_DSCN8249.JPG
3309372;DSCN8701.JPG;COPO;4;3;ASSOALHO;INTERNO;NOITE;COPO_4_3_ASSOALHO_INTERNO_NOITE_DSCN8701.JPG
2957510;DSCN8072.JPG;COPO;4;3;BRANCO;EXTERNO;DIA;COPO_4_3_BRANCO_EXTERNO_DIA_DSCN8072.JPG
3110731;DSCN9297.JPG;COPO;4;3;BRANCO;EXTERNO;NOITE;COPO_4_3_BRANCO_EXTERNO_NOITE_DSCN9297.JPG
3091564;DSCN8536.JPG;COPO;4;3;BRANCO;INTERNO;DIA;COPO_4_3_BRANCO_INTERNO_DIA_DSCN8536.JPG
3016039;DSCN8986.JPG;COPO;4;3;BRANCO;INTERNO;NOITE;COPO_4_3_BRANCO_INTERNO_NOITE_DSCN8986.JPG
3274442;DSCN7813.JPG;COPO;4;3;PEDRA;EXTERNO;DIA;COPO_4_3_PEDRA_EXTERNO_DIA_DSCN7813.JPG
3170331;DSCN9105.JPG;COPO;4;3;PEDRA;EXTERNO;NOITE;COPO_4_3_PEDRA_EXTERNO_NOITE_DSCN9105.JPG
3203094;DSCN7944.JPG;COPO;4;3;TAPETE;EXTERNO;DIA;COPO_4_3_TAPETE_EXTERNO_DIA_DSCN7944.JPG
3314817;DSCN9198.JPG;COPO;4;3;TAPETE;EXTERNO;NOITE;COPO_4_3_TAPETE_EXTERNO_NOITE_DSCN9198.JPG
3274085;DSCN8404.JPG;COPO;4;3;TAPETE;INTERNO;DIA;COPO_4_3_TAPETE_INTERNO_DIA_DSCN8404.JPG
3203535;DSCN8843.JPG;COPO;4;3;TAPETE;INTERNO;NOITE;COPO_4_3_TAPETE_INTERNO_NOITE_DSCN8843.JPG
3093903;DSCN8250.JPG;COPO;5;1;ASSOALHO;INTERNO;DIA;COPO_5_1_ASSOALHO_INTERNO_DIA_DSCN8250.JPG
3199150;DSCN8705.JPG;COPO;5;1;ASSOALHO;INTERNO;NOITE;COPO_5_1_ASSOALHO_INTERNO_NOITE_DSCN8705.JPG
2980946;DSCN8061.JPG;COPO;5;1;BRANCO;EXTERNO;DIA;COPO_5_1_BRANCO_EXTERNO_DIA_DSCN8061.JPG
3130384;DSCN9301.JPG;COPO;5;1;BRANCO;EXTERNO;NOITE;COPO_5_1_BRANCO_EXTERNO_NOITE_DSCN9301.JPG
3095596;DSCN8528.JPG;COPO;5;1;BRANCO;INTERNO;DIA;COPO_5_1_BRANCO_INTERNO_DIA_DSCN8528.JPG
3023593;DSCN8990.JPG;COPO;5;1;BRANCO;INTERNO;NOITE;COPO_5_1_BRANCO_INTERNO_NOITE_DSCN8990.JPG
3185634;DSCN7805.JPG;COPO;5;1;PEDRA;EXTERNO;DIA;COPO_5_1_PEDRA_EXTERNO_DIA_DSCN7805.JPG
3191143;DSCN9106.JPG;COPO;5;1;PEDRA;EXTERNO;NOITE;COPO_5_1_PEDRA_EXTERNO_NOITE_DSCN9106.JPG
3253877;DSCN7930.JPG;COPO;5;1;TAPETE;EXTERNO;DIA;COPO_5_1_TAPETE_EXTERNO_DIA_DSCN7930.JPG
3208453;DSCN9202.JPG;COPO;5;1;TAPETE;EXTERNO;NOITE;COPO_5_1_TAPETE_EXTERNO_NOITE_DSCN9202.JPG
3259010;DSCN8396.JPG;COPO;5;1;TAPETE;INTERNO;DIA;COPO_5_1_TAPETE_INTERNO_DIA_DSCN8396.JPG
3268615;DSCN8847.JPG;COPO;5;1;TAPETE;INTERNO;NOITE;COPO_5_1_TAPETE_INTERNO_NOITE_DSCN8847.JPG
3278159;DSCN8251.JPG;COPO;5;2;ASSOALHO;INTERNO;DIA;COPO_5_2_ASSOALHO_INTERNO_DIA_DSCN8251.JPG
3183945;DSCN8706.JPG;COPO;5;2;ASSOALHO;INTERNO;NOITE;COPO_5_2_ASSOALHO_INTERNO_NOITE_DSCN8706.JPG
2976951;DSCN8062.JPG;COPO;5;2;BRANCO;EXTERNO;DIA;COPO_5_2_BRANCO_EXTERNO_DIA_DSCN8062.JPG
3178576;DSCN9302.JPG;COPO;5;2;BRANCO;EXTERNO;NOITE;COPO_5_2_BRANCO_EXTERNO_NOITE_DSCN9302.JPG
3091413;DSCN8529.JPG;COPO;5;2;BRANCO;INTERNO;DIA;COPO_5_2_BRANCO_INTERNO_DIA_DSCN8529.JPG
3019091;DSCN8991.JPG;COPO;5;2;BRANCO;INTERNO;NOITE;COPO_5_2_BRANCO_INTERNO_NOITE_DSCN8991.JPG
3335376;DSCN7806.JPG;COPO;5;2;PEDRA;EXTERNO;DIA;COPO_5_2_PEDRA_EXTERNO_DIA_DSCN7806.JPG
3143173;DSCN9107.JPG;COPO;5;2;PEDRA;EXTERNO;NOITE;COPO_5_2_PEDRA_EXTERNO_NOITE_DSCN9107.JPG
3249209;DSCN7931.JPG;COPO;5;2;TAPETE;EXTERNO;DIA;COPO_5_2_TAPETE_EXTERNO_DIA_DSCN7931.JPG
3230345;DSCN9203.JPG;COPO;5;2;TAPETE;EXTERNO;NOITE;COPO_5_2_TAPETE_EXTERNO_NOITE_DSCN9203.JPG
3332608;DSCN8397.JPG;COPO;5;2;TAPETE;INTERNO;DIA;COPO_5_2_TAPETE_INTERNO_DIA_DSCN8397.JPG
3306108;DSCN8848.JPG;COPO;5;2;TAPETE;INTERNO;NOITE;COPO_5_2_TAPETE_INTERNO_NOITE_DSCN8848.JPG
3002129;DSCN8252.JPG;COPO;5;3;ASSOALHO;INTERNO;DIA;COPO_5_3_ASSOALHO_INTERNO_DIA_DSCN8252.JPG
3248985;DSCN8707.JPG;COPO;5;3;ASSOALHO;INTERNO;NOITE;COPO_5_3_ASSOALHO_INTERNO_NOITE_DSCN8707.JPG
2982006;DSCN8063.JPG;COPO;5;3;BRANCO;EXTERNO;DIA;COPO_5_3_BRANCO_EXTERNO_DIA_DSCN8063.JPG
3154340;DSCN9303.JPG;COPO;5;3;BRANCO;EXTERNO;NOITE;COPO_5_3_BRANCO_EXTERNO_NOITE_DSCN9303.JPG
3091863;DSCN8530.JPG;COPO;5;3;BRANCO;INTERNO;DIA;COPO_5_3_BRANCO_INTERNO_DIA_DSCN8530.JPG
3018852;DSCN8992.JPG;COPO;5;3;BRANCO;INTERNO;NOITE;COPO_5_3_BRANCO_INTERNO_NOITE_DSCN8992.JPG
3218867;DSCN7807.JPG;COPO;5;3;PEDRA;EXTERNO;DIA;COPO_5_3_PEDRA_EXTERNO_DIA_DSCN7807.JPG
3154428;DSCN9108.JPG;COPO;5;3;PEDRA;EXTERNO;NOITE;COPO_5_3_PEDRA_EXTERNO_NOITE_DSCN9108.JPG
3253841;DSCN7932.JPG;COPO;5;3;TAPETE;EXTERNO;DIA;COPO_5_3_TAPETE_EXTERNO_DIA_DSCN7932.JPG
3171211;DSCN9204.JPG;COPO;5;3;TAPETE;EXTERNO;NOITE;COPO_5_3_TAPETE_EXTERNO_NOITE_DSCN9204.JPG
3180698;DSCN8398.JPG;COPO;5;3;TAPETE;INTERNO;DIA;COPO_5_3_TAPETE_INTERNO_DIA_DSCN8398.JPG
3322793;DSCN8849.JPG;COPO;5;3;TAPETE;INTERNO;NOITE;COPO_5_3_TAPETE_INTERNO_NOITE_DSCN8849.JPG
2858948;DSCN8243.JPG;COPO;6;1;ASSOALHO;INTERNO;DIA;COPO_6_1_ASSOALHO_INTERNO_DIA_DSCN8243.JPG
3202023;DSCN8702.JPG;COPO;6;1;ASSOALHO;INTERNO;NOITE;COPO_6_1_ASSOALHO_INTERNO_NOITE_DSCN8702.JPG
3013854;DSCN8073.JPG;COPO;6;1;BRANCO;EXTERNO;DIA;COPO_6_1_BRANCO_EXTERNO_DIA_DSCN8073.JPG
3179622;DSCN9298.JPG;COPO;6;1;BRANCO;EXTERNO;NOITE;COPO_6_1_BRANCO_EXTERNO_NOITE_DSCN9298.JPG
3100229;DSCN8537.JPG;COPO;6;1;BRANCO;INTERNO;DIA;COPO_6_1_BRANCO_INTERNO_DIA_DSCN8537.JPG
3047065;DSCN8987.JPG;COPO;6;1;BRANCO;INTERNO;NOITE;COPO_6_1_BRANCO_INTERNO_NOITE_DSCN8987.JPG
3191391;DSCN7802.JPG;COPO;6;1;PEDRA;EXTERNO;DIA;COPO_6_1_PEDRA_EXTERNO_DIA_DSCN7802.JPG
3257993;DSCN9421.JPG;COPO;6;1;PEDRA;EXTERNO;NOITE;COPO_6_1_PEDRA_EXTERNO_NOITE_DSCN9421.JPG
3273171;DSCN7939.JPG;COPO;6;1;TAPETE;EXTERNO;DIA;COPO_6_1_TAPETE_EXTERNO_DIA_DSCN7939.JPG
3232732;DSCN9199.JPG;COPO;6;1;TAPETE;EXTERNO;NOITE;COPO_6_1_TAPETE_EXTERNO_NOITE_DSCN9199.JPG
3323941;DSCN8399.JPG;COPO;6;1;TAPETE;INTERNO;DIA;COPO_6_1_TAPETE_INTERNO_DIA_DSCN8399.JPG
3329306;DSCN8844.JPG;COPO;6;1;TAPETE;INTERNO;NOITE;COPO_6_1_TAPETE_INTERNO_NOITE_DSCN8844.JPG
2926265;DSCN8244.JPG;COPO;6;2;ASSOALHO;INTERNO;DIA;COPO_6_2_ASSOALHO_INTERNO_DIA_DSCN8244.JPG
3299581;DSCN8703.JPG;COPO;6;2;ASSOALHO;INTERNO;NOITE;COPO_6_2_ASSOALHO_INTERNO_NOITE_DSCN8703.JPG
3039299;DSCN8074.JPG;COPO;6;2;BRANCO;EXTERNO;DIA;COPO_6_2_BRANCO_EXTERNO_DIA_DSCN8074.JPG
3138280;DSCN9299.JPG;COPO;6;2;BRANCO;EXTERNO;NOITE;COPO_6_2_BRANCO_EXTERNO_NOITE_DSCN9299.JPG
3104545;DSCN8538.JPG;COPO;6;2;BRANCO;INTERNO;DIA;COPO_6_2_BRANCO_INTERNO_DIA_DSCN8538.JPG
3046008;DSCN8988.JPG;COPO;6;2;BRANCO;INTERNO;NOITE;COPO_6_2_BRANCO_INTERNO_NOITE_DSCN8988.JPG
3223237;DSCN7803.JPG;COPO;6;2;PEDRA;EXTERNO;DIA;COPO_6_2_PEDRA_EXTERNO_DIA_DSCN7803.JPG
3214285;DSCN9422.JPG;COPO;6;2;PEDRA;EXTERNO;NOITE;COPO_6_2_PEDRA_EXTERNO_NOITE_DSCN9422.JPG
3216460;DSCN7940.JPG;COPO;6;2;TAPETE;EXTERNO;DIA;COPO_6_2_TAPETE_EXTERNO_DIA_DSCN7940.JPG
3237550;DSCN9200.JPG;COPO;6;2;TAPETE;EXTERNO;NOITE;COPO_6_2_TAPETE_EXTERNO_NOITE_DSCN9200.JPG
3272595;DSCN8400.JPG;COPO;6;2;TAPETE;INTERNO;DIA;COPO_6_2_TAPETE_INTERNO_DIA_DSCN8400.JPG
3234089;DSCN8845.JPG;COPO;6;2;TAPETE;INTERNO;NOITE;COPO_6_2_TAPETE_INTERNO_NOITE_DSCN8845.JPG
3253005;DSCN8245.JPG;COPO;6;3;ASSOALHO;INTERNO;DIA;COPO_6_3_ASSOALHO_INTERNO_DIA_DSCN8245.JPG
3278532;DSCN8704.JPG;COPO;6;3;ASSOALHO;INTERNO;NOITE;COPO_6_3_ASSOALHO_INTERNO_NOITE_DSCN8704.JPG
